ligando,nanoparticula,proteina,ICNB_0_100,ICNB_global_0_100,ICNB_bruto,ranking_ICNB_por_proteina,ranking_ICNB_global,y_ligando_proteina,E_nano_proteina,score_ligando_proteina,score_nano_proteina,score_contextual,score_contextual_medio
D-Galactose,Ag_13,2hav,28.29399434270163,28.411211064204746,-0.17581036322080007,80,240,-5.792,-2.17,0.3844307088272696,-0.7360514352688697,-0.3516207264416001,-0.1758103632208
Sodium_citrate_citrate3-,Ag_13,2hav,28.139432034274282,28.256901416442233,-0.1809022729681445,81,243,-5.775,-2.17,0.3742468893325807,-0.7360514352688697,-0.3618045459362889,-0.1809022729681444
D-Glucose,Au_13,2hav,27.987633678484393,28.10535120312566,-0.18590312689781197,82,245,-5.661,-2.34,0.3059553938976055,-0.6777616476932294,-0.3718062537956239,-0.1859031268978119
Mannose,Au_13,2hav,27.514854852706605,27.63334522173442,-0.20147838024263062,83,251,-5.609,-2.34,0.2748048872079682,-0.6777616476932294,-0.4029567604852612,-0.2014783802426306
D-Glucose,Ag_13,2hav,27.102955377761425,27.222119072622956,-0.2150480206856321,84,256,-5.661,-2.17,0.3059553938976055,-0.7360514352688697,-0.4300960413712641,-0.215048020685632
Citric_acid,Au_13,2hav,27.023892225937363,27.14318516413581,-0.21765268179301947,85,257,-5.555,-2.34,0.2424562841071905,-0.6777616476932294,-0.4353053635860389,-0.2176526817930194
Mannose,Ag_13,2hav,26.630176551983638,26.75011309123171,-0.23062327403045077,86,265,-5.609,-2.17,0.2748048872079682,-0.7360514352688697,-0.4612465480609015,-0.2306232740304507
Histidine,Au_13,2hav,26.378367290740762,26.49871545877469,-0.23891889309075276,87,267,-5.484,-2.34,0.1999238615117239,-0.6777616476932294,-0.4778377861815055,-0.2389188930907527
11-Mercaptoundecanesulfonic_acid_MUS,Au_13,2hav,26.369275390245033,26.48963842067101,-0.2392184171935378,88,268,-5.483,-2.34,0.1993248133061538,-0.6777616476932294,-0.4784368343870756,-0.2392184171935378
Citric_acid,Ag_13,2hav,26.139213925214392,26.25995303363311,-0.24679757558083962,89,270,-5.555,-2.17,0.2424562841071905,-0.7360514352688697,-0.4935951511616792,-0.2467975755808396
Arginine,Au_13,2hav,25.669199052074077,25.790706486687817,-0.26228177310798106,90,273,-5.406,-2.34,0.1531981014772673,-0.6777616476932294,-0.5245635462159621,-0.262281773107981
Histidine,Ag_13,2hav,25.493688990017795,25.61548332827199,-0.2680637868785729,91,274,-5.484,-2.17,0.1999238615117239,-0.7360514352688697,-0.5361275737571458,-0.2680637868785729
11-Mercaptoundecanesulfonic_acid_MUS,Ag_13,2hav,25.48459708952207,25.60640629016831,-0.26836331098135796,92,275,-5.483,-2.17,0.1993248133061538,-0.7360514352688697,-0.5367266219627159,-0.2683633109813579
5-Fluorouracil,Au_13,2hav,24.950938912911663,25.073620476497275,-0.28594417722799415,93,279,-5.327,-2.34,0.1058732932372411,-0.6777616476932294,-0.5718883544559883,-0.2859441772279941
Arginine,Ag_13,2hav,24.784520751351106,24.907474356185116,-0.2914266668958012,94,280,-5.406,-2.17,0.1531981014772673,-0.7360514352688697,-0.5828533337916024,-0.2914266668958012
Lipoic_acid_thioctic_acid,Au_13,2hav,24.269046375732156,24.392842618721435,-0.3084084849368675,95,289,-5.252,-2.34,0.0609446778194944,-0.6777616476932294,-0.6168169698737349,-0.3084084849368674
5-Fluorouracil,Ag_13,2hav,24.066260612188696,24.190388345994574,-0.3150890710158143,96,292,-5.327,-2.17,0.1058732932372411,-0.7360514352688697,-0.6301781420316286,-0.3150890710158143
11-Mercaptoundecanoic_acid_MUA,Au_13,2hav,24.059932664330447,24.184070742336853,-0.31529753930092186,97,293,-5.229,-2.34,0.0471665690913857,-0.6777616476932294,-0.6305950786018437,-0.3152975393009218
Dihydrolipoic_acid_DHLA,Au_13,2hav,23.623521440535562,23.748372913360317,-0.3296746962346008,98,295,-5.181,-2.34,0.0184122552240279,-0.6777616476932294,-0.6593493924692015,-0.3296746962346008
Lipoic_acid_thioctic_acid,Ag_13,2hav,23.38436807500919,23.50961048821873,-0.33755337872468766,99,296,-5.252,-2.17,0.0609446778194944,-0.7360514352688697,-0.6751067574493752,-0.3375533787246876
11-Mercaptoundecanoic_acid_MUA,Ag_13,2hav,23.175254363607475,23.300838611834145,-0.344442433088742,100,299,-5.229,-2.17,0.0471665690913857,-0.7360514352688697,-0.688884866177484,-0.344442433088742
Dihydrolipoic_acid_DHLA,Ag_13,2hav,22.738843139812595,22.86514078285761,-0.3588195900224209,101,301,-5.181,-2.17,0.0184122552240279,-0.7360514352688697,-0.7176391800448418,-0.3588195900224209
4-Mercaptobenzoic_acid,Au_13,2hav,21.98697935130475,22.11450605469831,-0.3835890347358965,102,307,-5.001,-2.34,-0.0894164217785636,-0.6777616476932294,-0.7671780694717931,-0.3835890347358965
4-Mercaptobenzoic_acid,Ag_13,2hav,21.102301050581783,21.23127392419561,-0.41273392852371665,103,310,-5.001,-2.17,-0.0894164217785636,-0.7360514352688697,-0.8254678570474334,-0.4127339285237167
1-Dodecanethiol,Au_13,2hav,20.54136717248419,20.671256996213533,-0.43121336707870805,104,318,-4.842,-2.34,-0.1846650864641867,-0.6777616476932294,-0.8624267341574162,-0.4312133670787081
Lysine,Au_13,2hav,19.85038273480896,19.98140210033402,-0.45397719889036625,105,323,-4.766,-2.34,-0.230192750087503,-0.6777616476932294,-0.9079543977807324,-0.4539771988903662
PVP_monomer_N-vinyl-2-pyrrolidone,Au_13,2hav,19.723096127868786,19.854323566882528,-0.458170536329356,106,325,-4.752,-2.34,-0.2385794249654825,-0.6777616476932294,-0.916341072658712,-0.458170536329356
1-Dodecanethiol,Ag_13,2hav,19.656688871761222,19.78802486571083,-0.4603582608665282,107,326,-4.842,-2.17,-0.1846650864641867,-0.7360514352688697,-0.9207165217330564,-0.4603582608665282
Lysine,Ag_13,2hav,18.965704434085993,19.098169969831318,-0.4831220926781864,108,328,-4.766,-2.17,-0.230192750087503,-0.7360514352688697,-0.9662441853563728,-0.4831220926781864
PVP_monomer_N-vinyl-2-pyrrolidone,Ag_13,2hav,18.838417827145815,18.971091436379826,-0.48731543011717615,109,330,-4.752,-2.17,-0.2385794249654825,-0.7360514352688697,-0.9746308602343524,-0.4873154301171761
PEG-thiol_n_6,Au_13,2hav,18.732078973834568,18.86492641358165,-0.4908186635329185,110,331,-4.643,-2.34,-0.3038756793726075,-0.6777616476932294,-0.981637327065837,-0.4908186635329185
mPEG-thiol_n_6_methyl-capped,Au_13,2hav,18.57751666540722,18.710616765819132,-0.4959105732802629,111,332,-4.626,-2.34,-0.3140594988672964,-0.6777616476932294,-0.9918211465605258,-0.4959105732802629
2-Mercaptosuccinic_acid,Au_13,2hav,18.37749485450123,18.510921927538217,-0.5025001035415324,112,333,-4.604,-2.34,-0.3272385593898355,-0.6777616476932294,-1.005000207083065,-0.5025001035415325
PEG-thiol_n_6,Ag_13,2hav,17.8474006731116,17.981694283078944,-0.5199635573207386,113,337,-4.643,-2.17,-0.3038756793726075,-0.7360514352688697,-1.0399271146414772,-0.5199635573207386
mPEG-thiol_n_6_methyl-capped,Ag_13,2hav,17.69283836468425,17.827384635316427,-0.525055467068083,114,339,-4.626,-2.17,-0.3140594988672964,-0.7360514352688697,-1.050110934136166,-0.525055467068083
PEG-amine_n_3_proxy,Au_13,2hav,17.550131909390092,17.68491146010353,-0.5297567968949655,115,342,-4.513,-2.34,-0.3817519460967015,-0.6777616476932294,-1.059513593789931,-0.5297567968949655
Dithiothreitol_DTT,Au_13,2hav,17.541040008894367,17.675834421999856,-0.5300563209977505,116,343,-4.512,-2.34,-0.3823509943022716,-0.6777616476932294,-1.060112641995501,-0.5300563209977505
2-Mercaptosuccinic_acid,Ag_13,2hav,17.49281655377826,17.62768979703551,-0.5316449973293527,117,345,-4.604,-2.17,-0.3272385593898355,-0.7360514352688697,-1.063289994658705,-0.5316449973293527
PEG-amine_n_3_proxy,Ag_13,2hav,16.665453608667125,16.801679329600827,-0.5589016906827856,118,351,-4.513,-2.17,-0.3817519460967015,-0.7360514352688697,-1.1178033813655712,-0.5589016906827856
Dithiothreitol_DTT,Ag_13,2hav,16.656361708171392,16.792602291497147,-0.5592012147855707,119,352,-4.512,-2.17,-0.3823509943022716,-0.7360514352688697,-1.1184024295711414,-0.5592012147855707
L-Homocysteine,Au_13,2hav,16.613666158330243,16.74997653542472,-0.560607779481818,120,354,-4.41,-2.34,-0.4434539112704065,-0.6777616476932294,-1.121215558963636,-0.5606077794818181
Methionine,Au_13,2hav,16.531839053868698,16.668283192491618,-0.5633034964068828,121,355,-4.401,-2.34,-0.4488453451205363,-0.6777616476932294,-1.126606992813766,-0.5633034964068829
L-Homocysteine,Ag_13,2hav,15.728987857607272,15.866744404922018,-0.5897526732696381,122,361,-4.41,-2.17,-0.4434539112704065,-0.7360514352688697,-1.1795053465392762,-0.5897526732696381
Methionine,Ag_13,2hav,15.647160753145727,15.785051061988913,-0.5924483901947031,123,362,-4.401,-2.17,-0.4488453451205363,-0.7360514352688697,-1.1848967803894062,-0.5924483901947031
PEG-thiol_n_4,Au_13,2hav,15.286248685954135,15.42472897228776,-0.6043382984884247,124,367,-4.264,-2.34,-0.5309149492836198,-0.6777616476932294,-1.2086765969768494,-0.6043382984884247
PEG-thiol_n_3,Au_13,2hav,15.140778278022509,15.279496362628917,-0.6091306841329842,125,368,-4.248,-2.34,-0.5404997205727391,-0.6777616476932294,-1.2182613682659684,-0.6091306841329842
6-Mercaptohexanoic_acid,Au_13,2hav,14.495253342825904,14.635026657267787,-0.6303968954307178,126,374,-4.177,-2.34,-0.5830321431682062,-0.6777616476932294,-1.2607937908614355,-0.6303968954307178
PEG-thiol_n_4,Ag_13,2hav,14.401570385231167,14.541496841785056,-0.6334831922762447,127,375,-4.264,-2.17,-0.5309149492836198,-0.7360514352688697,-1.2669663845524894,-0.6334831922762447
PEG-thiol_n_3,Ag_13,2hav,14.256099977299536,14.396264232126208,-0.6382755779208045,128,381,-4.248,-2.17,-0.5404997205727391,-0.7360514352688697,-1.276551155841609,-0.6382755779208045
PEG-dithiol_n_3,Au_13,2hav,14.067934019526747,14.208405866394928,-0.6444745282616117,129,382,-4.13,-2.34,-0.6111874088299939,-0.6777616476932294,-1.2889490565232231,-0.6444745282616117
6-Mercaptohexanoic_acid,Ag_13,2hav,13.610575042102932,13.751794526765078,-0.659541789218538,130,385,-4.177,-2.17,-0.5830321431682062,-0.7360514352688697,-1.319083578437076,-0.659541789218538
4-Aminothiophenol,Au_13,2hav,13.395133382842971,13.536705046722775,-0.6666393118676999,131,387,-4.056,-2.34,-0.6555169760421704,-0.6777616476932294,-1.3332786237353995,-0.6666393118676999
PEG-dithiol_n_3,Ag_13,2hav,13.183255718803778,13.325173735892225,-0.6736194220494318,132,388,-4.13,-2.17,-0.6111874088299939,-0.7360514352688697,-1.3472388440988636,-0.6736194220494318
mPEG-thiol_n_3_methyl-capped,Au_13,2hav,12.940538358056635,13.082853141538886,-0.6816155170069487,133,390,-4.006,-2.34,-0.685469386320668,-0.6777616476932294,-1.3632310340138971,-0.6816155170069487
Tris_buffer_Tris_base,Au_13,2hav,12.895078855578003,13.037467951020497,-0.6831131375208735,134,391,-4.001,-2.34,-0.6884646273485177,-0.6777616476932294,-1.366226275041747,-0.6831131375208735
4-Aminothiophenol,Ag_13,2hav,12.51045508212,12.653472916220068,-0.6957842056555201,135,394,-4.056,-2.17,-0.6555169760421704,-0.7360514352688697,-1.3915684113110405,-0.6957842056555201
3-Mercapto-1-propanesulfonic_acid_MPS,Au_13,2hav,12.240462019885674,12.38392120755569,-0.704678872921392,136,397,-3.929,-2.34,-0.7315960981495546,-0.6777616476932294,-1.409357745842784,-0.704678872921392
mPEG-thiol_n_3_methyl-capped,Ag_13,2hav,12.055860057333662,12.199621011036179,-0.7107604107947689,137,398,-4.006,-2.17,-0.685469386320668,-0.7360514352688697,-1.421520821589538,-0.7107604107947689
Tris_buffer_Tris_base,Ag_13,2hav,12.010400554855034,12.154235820517792,-0.7122580313086937,138,400,-4.001,-2.17,-0.6884646273485177,-0.7360514352688697,-1.4245160626173874,-0.7122580313086937
L-Cysteine,Au_13,2hav,11.649488487663433,11.793913730816632,-0.7241479396024155,139,403,-3.864,-2.34,-0.7705342315116016,-0.6777616476932294,-1.448295879204831,-0.7241479396024155
3-Mercapto-1-propanesulfonic_acid_MPS,Ag_13,2hav,11.3557837191627,11.500689077052982,-0.7338237667092122,140,408,-3.929,-2.17,-0.7315960981495546,-0.7360514352688697,-1.4676475334184245,-0.7338237667092122
L-Cysteine,Ag_13,2hav,10.764810186940464,10.910681600313927,-0.7532928333902357,141,419,-3.864,-2.17,-0.7705342315116016,-0.7360514352688697,-1.5065856667804711,-0.7532928333902357
3-Mercaptopropionic_acid,Au_13,2hav,8.858275035475321,9.007263032987542,-0.8161018391574035,142,427,-3.557,-2.34,-0.9544420306215776,-0.6777616476932294,-1.632203678314807,-0.8161018391574035
Thiomethyl_PEG_linker_2-_2-methoxyethoxy_ethanethiol,Au_13,2hav,8.585518020603523,8.73495188987721,-0.8250875622409527,143,428,-3.527,-2.34,-0.972413476788676,-0.6777616476932294,-1.6501751244819054,-0.8250875622409527
1-Hexanethiol,Au_13,2hav,8.149106796808638,8.299254060900674,-0.8394647191746316,144,430,-3.479,-2.34,-1.001167790656034,-0.6777616476932294,-1.6789294383492632,-0.8394647191746316
3-Mercaptopropionic_acid,Ag_13,2hav,7.973596734752352,8.124030902484837,-0.8452467329452237,145,431,-3.557,-2.17,-0.9544420306215776,-0.7360514352688697,-1.6904934658904471,-0.8452467329452236
Thiomethyl_PEG_linker_2-_2-methoxyethoxy_ethanethiol,Ag_13,2hav,7.700839719880554,7.851719759374506,-0.8542324560287728,146,434,-3.527,-2.17,-0.972413476788676,-0.7360514352688697,-1.7084649120575457,-0.8542324560287728
1-Hexanethiol,Ag_13,2hav,7.2644284960856655,7.416021930397967,-0.8686096129624519,147,435,-3.479,-2.17,-1.001167790656034,-0.7360514352688697,-1.7372192259249035,-0.8686096129624519
Thioglycolic_acid_mercaptoacetic_acid,Au_13,2hav,6.6398513145179985,6.792465735690159,-0.8891857202369378,148,439,-3.313,-2.34,-1.1006097927806462,-0.6777616476932294,-1.7783714404738755,-0.8891857202369378
Thioglycolic_acid_mercaptoacetic_acid,Ag_13,2hav,5.755173013795027,5.909233605187452,-0.918330614024758,149,440,-3.313,-2.17,-1.1006097927806462,-0.7360514352688697,-1.836661228049516,-0.918330614024758
Polyethyleneimine_fragment_ethylenediamine,Au_13,2hav,2.9121721112700323,3.0708801131822545,-1.0119906023787784,150,453,-2.903,-2.34,-1.3462195570643274,-0.6777616476932294,-2.0239812047575567,-1.0119906023787784
1-Butanethiol,Au_13,2hav,2.1666362706204403,2.3265629886806747,-1.0365515788071464,151,456,-2.821,-2.34,-1.3953415099210635,-0.6777616476932294,-2.073103157614293,-1.0365515788071464
Polyethyleneimine_fragment_ethylenediamine,Ag_13,2hav,2.02749381054706,2.1876479826795463,-1.0411354961665986,152,457,-2.903,-2.17,-1.3462195570643274,-0.7360514352688697,-2.082270992333197,-1.0411354961665986
Mercaptoethanol_2-mercaptoethanol,Au_13,2hav,1.412008529475114,1.57316882607541,-1.0614120793382997,153,459,-2.738,-2.34,-1.44506251098337,-0.6777616476932294,-2.1228241586765995,-1.0614120793382995
Thioacetic_acid,Au_13,2hav,1.3210895245178536,1.482398445038639,-1.0644073203661493,154,461,-2.728,-2.34,-1.4510529930390692,-0.6777616476932294,-2.1288146407322985,-1.0644073203661493
1-Butanethiol,Ag_13,2hav,1.2819579698974677,1.443330858177967,-1.0656964725949667,155,462,-2.821,-2.17,-1.3953415099210635,-0.7360514352688697,-2.1313929451899334,-1.0656964725949667
Cysteamine_2-aminoethanethiol,Au_13,2hav,0.8846783007229657,1.0467006160621,-1.0787844772998283,156,465,-2.68,-2.34,-1.479807306906427,-0.6777616476932294,-2.1575689545996566,-1.0787844772998283
Mercaptoethanol_2-mercaptoethanol,Ag_13,2hav,0.5273302287521482,0.6899366955727088,-1.0905569731261198,157,469,-2.738,-2.17,-1.44506251098337,-0.7360514352688697,-2.1811139462522395,-1.0905569731261198
Thioacetic_acid,Ag_13,2hav,0.436411223794881,0.5991663145359309,-1.0935522141539695,158,470,-2.728,-2.17,-1.4510529930390692,-0.7360514352688697,-2.187104428307939,-1.0935522141539695
Cysteamine_2-aminoethanethiol,Ag_13,2hav,0.0,0.1634684855593987,-1.1079293710876483,159,471,-2.68,-2.17,-1.479807306906427,-0.7360514352688697,-2.2158587421752967,-1.1079293710876483
